Id,Category
1261,1
1262,4
1263,8
1264,4
1265,9
1266,8
1267,10
1268,10
1269,8
1270,2
1271,2
1272,2
1273,4
1274,1
1275,1
1276,4
1277,10
1278,10
1279,1
1280,1
1281,2
1282,9
1283,5
1284,8
1285,9
1286,1
1287,9
1288,10
1289,10
1290,8
1291,8
1292,8
1293,5
1294,10
1295,4
1296,2
1297,4
1298,9
1299,1
1300,9
1301,8
1302,8
1303,4
1304,8
1305,1
1306,2
1307,9
1308,1
1309,8
1310,10
1311,3
1312,9
1313,1
1314,2
1315,3
1316,1
1317,8
1318,8
1319,10
1320,1
1321,6
1322,3
1323,9
1324,4
1325,2
1326,2
1327,4
1328,4
1329,1
1330,10
1331,9
1332,8
1333,2
1334,5
1335,4
1336,8
1337,8
1338,4
1339,1
1340,2
1341,1
1342,4
1343,8
1344,9
1345,1
1346,3
1347,0
1348,2
1349,1
1350,3
1351,5
1352,1
1353,1
1354,8
1355,3
1356,8
1357,6
1358,1
1359,9
1360,0
1361,9
1362,8
1363,2
1364,10
1365,8
1366,2
1367,2
1368,1
1369,9
1370,8
1371,9
1372,5
1373,1
1374,9
1375,4
1376,10
1377,8
1378,1
1379,8
1380,4
1381,1
1382,8
1383,3
1384,5
1385,4
1386,1
1387,8
1388,9
1389,10
1390,10
1391,8
1392,2
1393,5
1394,2
1395,2
1396,10
1397,8
1398,8
1399,1
1400,8
1401,9
1402,9
1403,8
1404,9
1405,4
1406,10
1407,5
1408,8
1409,2
1410,3
1411,1
1412,3
1413,8
1414,8
1415,2
1416,8
1417,0
1418,2
1419,8
1420,10
1421,7
1422,1
1423,8
1424,10
1425,2
1426,0
1427,0
1428,2
1429,9
1430,9
1431,7
1432,8
1433,5
1434,8
1435,6
1436,8
1437,2
1438,5
1439,8
1440,8
1441,3
1442,1
1443,8
1444,10
1445,8
1446,8
1447,10
1448,9
1449,0
1450,1
1451,4
1452,1
1453,9
1454,3
1455,1
1456,9
1457,4
1458,1
1459,4
1460,1
1461,8
1462,2
1463,2
1464,9
1465,10
1466,8
1467,9
1468,1
1469,9
1470,2
1471,1
1472,2
1473,1
1474,0
1475,10
1476,9
1477,5
1478,8
1479,6
1480,9
1481,5
1482,9
1483,9
1484,9
1485,2
1486,4
1487,3
1488,0
1489,6
1490,1
1491,8
1492,8
1493,1
1494,10
1495,9
1496,9
1497,1
1498,4
1499,10
1500,10
1501,2
1502,8
1503,9
1504,9
1505,9
1506,5
1507,6
1508,8
1509,4
1510,4
1511,10
1512,1
1513,3
1514,8
1515,9
1516,10
1517,8
1518,8
1519,2
1520,2
1521,1
1522,4
1523,5
1524,4
1525,5
1526,8
1527,4
1528,1
1529,1
1530,10
1531,8
1532,9
1533,4
1534,8
1535,1
1536,8
1537,2
1538,9
1539,9
1540,9
1541,7
1542,4
1543,6
1544,6
1545,7
1546,9
1547,2
1548,10
1549,4
1550,2
1551,8
1552,6
1553,1
1554,5
1555,9
1556,9
1557,5
1558,8
1559,9
1560,3
1561,8
1562,3
1563,9
1564,7
1565,6
1566,9
1567,1
1568,8
1569,0
1570,2
1571,8
1572,10
1573,2
1574,10
1575,4
1576,9
1577,1
1578,2
1579,7
1580,9
1581,6
1582,8
1583,4
1584,8
1585,1
1586,4
1587,5
1588,5
1589,9
1590,8
1591,10
1592,9
1593,10
1594,8
1595,9
1596,10
1597,7
1598,1
1599,10
1600,9
1601,4
1602,4
1603,9
1604,8
1605,8
1606,3
1607,1
1608,3
1609,1
1610,1
1611,7
1612,9
1613,1
1614,9
1615,0
1616,1
1617,2
1618,1
1619,1
1620,8
1621,1
1622,2
1623,1
1624,2
1625,8
1626,9
1627,2
1628,9
1629,1
1630,8
1631,8
1632,8
1633,1
1634,8
1635,1
1636,1
1637,3
1638,8
1639,1
1640,5
1641,9
1642,5
1643,1
1644,4
1645,2
1646,1
1647,8
1648,1
1649,8
1650,0
1651,10
1652,8
1653,1
1654,9
1655,10
1656,1
1657,10
1658,8
1659,4
1660,8
1661,1
1662,1
1663,5
1664,4
1665,0
1666,8
1667,8
1668,1
1669,4
1670,9
1671,8
1672,7
1673,8
1674,9
1675,4
1676,1
1677,4
1678,5
1679,2
1680,8
1681,5
1682,4
1683,3
1684,8
1685,10
1686,8
1687,1
1688,8
1689,1
1690,8
1691,2
1692,5
1693,9
1694,5
1695,9
1696,8
1697,8
1698,9
1699,5
1700,4
1701,9
1702,10
1703,4
1704,2
1705,8
1706,0
1707,10
1708,1
1709,6
1710,8
1711,10
1712,5
1713,4
1714,1
1715,2
1716,3
1717,5
1718,9
1719,5
1720,1
1721,0
1722,4
1723,4
1724,1
1725,9
1726,4
1727,10
1728,1
1729,3
1730,8
1731,8
1732,9
1733,2
1734,8
1735,4
1736,1
1737,6
1738,1
1739,8
1740,8
1741,8
1742,9
1743,9
1744,3
1745,8
1746,8
1747,4
1748,9
1749,1
1750,9
1751,4
1752,8
1753,3
1754,1
1755,5
1756,3
1757,9
1758,5
1759,9
1760,1
1761,4
1762,9
1763,6
1764,1
1765,9
1766,2
1767,5
1768,8
1769,8
1770,5
1771,10
1772,10
1773,10
1774,1
1775,8
1776,10
1777,9
1778,1
1779,8
1780,1
1781,8
1782,5
1783,8
1784,9
1785,9
1786,2
1787,8
1788,4
1789,9
1790,8
1791,1
1792,9
1793,1
1794,9
1795,9
1796,8
1797,8
1798,9
1799,1
1800,1
1801,1
1802,4
1803,8
1804,6
1805,1
1806,10
1807,5
1808,9
1809,1
1810,9
1811,4
1812,9
1813,1
1814,10
1815,2
1816,5
1817,4
1818,8
1819,3
1820,9
1821,10
1822,9
1823,9
1824,1
1825,2
1826,1
1827,2
1828,9
1829,5
1830,0
1831,2
1832,1
1833,2
1834,0
1835,1
1836,10
1837,9
1838,9
1839,9
1840,4
1841,1
1842,4
1843,10
1844,5
1845,5
1846,2
1847,9
1848,1
1849,8
1850,8
1851,5
1852,8
1853,4
1854,7
1855,1
1856,6
1857,4
1858,1
1859,6
1860,8
1861,1
1862,1
1863,8
1864,8
1865,4
1866,1
1867,2
1868,1
1869,1
1870,1
1871,8
1872,2
1873,2
1874,4
1875,10
1876,8
1877,9
1878,4
1879,6
1880,3
1881,8
1882,5
1883,2
1884,4
1885,1
1886,9
1887,8
1888,8
1889,1
1890,4
1891,9
1892,1
1893,7
1894,1
1895,8
1896,3
1897,5
1898,2
1899,0
1900,0
1901,1
1902,3
1903,0
1904,8
1905,1
1906,5
1907,8
1908,1
1909,9
1910,10
1911,10
1912,3
1913,1
1914,9
1915,9
1916,9
1917,2
1918,8
1919,10
1920,8
1921,8
1922,10
1923,3
1924,1
1925,8
1926,5
1927,1
1928,8
1929,3
1930,4
1931,10
1932,4
1933,2
1934,5
1935,8
1936,10
1937,0
1938,7
1939,1
1940,6
1941,3
1942,1
1943,9
1944,6
1945,9
1946,4
1947,8
1948,10
1949,5
1950,1
1951,5
1952,10
1953,6
1954,10
1955,2
1956,1
1957,3
1958,9
1959,2
1960,9
1961,10
1962,1
1963,8
1964,8
1965,10
1966,5
1967,8
1968,6
1969,8
1970,7
1971,2
1972,8
1973,9
1974,9
1975,1
1976,9
1977,10
1978,9
1979,4
1980,8
1981,7
1982,3
1983,1
1984,7
1985,8
1986,9
1987,5
1988,9
1989,8
1990,1
1991,1
1992,10
1993,1
1994,5
1995,8
1996,8
1997,4
1998,0
1999,7
2000,5
2001,5
2002,9
2003,5
2004,4
2005,0
2006,10
2007,9
2008,9
2009,5
2010,1
2011,1
2012,7
2013,7
2014,7
2015,2
2016,4
2017,1
2018,9
2019,8
2020,9
2021,6
2022,9
2023,9
2024,4
2025,2
2026,4
2027,3
2028,4
2029,6
2030,4
2031,8
2032,10
2033,4
2034,0
2035,8
2036,5
2037,6
2038,5
2039,1
2040,1
2041,9
2042,3
2043,7
2044,1
2045,5
2046,8
2047,8
2048,2
2049,9
2050,6
2051,3
2052,7
2053,8
2054,4
2055,4
2056,6
2057,9
2058,2
2059,9
2060,4
2061,2
2062,10
2063,1
2064,10
2065,9
2066,2
2067,9
2068,3
2069,3
2070,1
2071,1
2072,5
2073,9
2074,0
2075,4
2076,8
2077,6
2078,4
2079,7
2080,1
2081,4
2082,2
2083,9
2084,10
2085,8
2086,9
2087,2
2088,7
2089,6
2090,4
2091,1
2092,3
2093,1
2094,8
2095,8
2096,8
2097,5
2098,1
2099,10
2100,1
2101,5
2102,1
2103,2
2104,2
2105,8
2106,8
2107,4
2108,3
2109,8
2110,5
2111,1
2112,9
2113,4
2114,1
2115,8
2116,4
2117,5
2118,10
2119,8
2120,9
2121,4
2122,9
2123,10
2124,8
2125,9
2126,2
2127,4
2128,10
2129,10
2130,6
2131,9
2132,9
2133,10
2134,1
2135,5
2136,8
2137,6
2138,6
2139,1
2140,4
2141,1
2142,4
2143,9
2144,6
2145,4
2146,4
2147,1
2148,1
2149,8
2150,2
2151,9
2152,8
2153,3
2154,4
2155,3
2156,8
2157,1
2158,5
2159,5
2160,3
2161,1
2162,4
2163,9
2164,10
2165,2
2166,1
2167,10
2168,9
2169,4
2170,1
2171,7
2172,9
2173,4
2174,2
2175,4
2176,5
2177,3
2178,1
2179,4
2180,1
2181,8
2182,1
2183,5
2184,9
2185,1
2186,7
2187,3
2188,4
2189,4
2190,10
2191,9
2192,5
2193,2
2194,1
2195,2
2196,9
2197,8
2198,10
2199,5
2200,4
2201,2
2202,1
2203,8
2204,4
2205,8
2206,1
2207,8
2208,2
2209,2
2210,2
2211,8
2212,4
2213,4
2214,2
2215,3
2216,4
2217,5
2218,9
2219,9
2220,2
2221,4
2222,0
2223,1
2224,2
2225,1
2226,2
2227,2
2228,8
2229,1
2230,1
2231,9
2232,3
2233,8
2234,6
2235,6
2236,10
2237,2
2238,9
2239,0
2240,10
2241,1
2242,2
2243,2
2244,9
2245,9
2246,9
2247,2
2248,2
2249,8
2250,0
2251,2
2252,3
2253,6
2254,10
2255,10
2256,1
2257,4
2258,1
2259,9
2260,4
2261,9
2262,4
2263,4
2264,10
2265,4
2266,10
2267,7
2268,8
2269,2
2270,8
2271,9
2272,10
2273,9
2274,8
2275,9
2276,2
2277,8
2278,10
2279,8
2280,5
2281,1
2282,1
2283,3
2284,9
2285,1
2286,8
2287,5
2288,1
2289,8
2290,2
2291,8
2292,10
2293,3
2294,1
2295,9
2296,7
2297,5
2298,0
2299,2
2300,4
2301,9
2302,8
2303,4
2304,1
2305,1
2306,8
2307,2
2308,10
2309,1
2310,8
2311,8
2312,8
2313,1
2314,9
2315,2
2316,9
2317,2
2318,9
2319,9
2320,2
2321,8
2322,5
2323,8
2324,9
2325,10
2326,8
2327,1
2328,1
2329,6
2330,8
2331,9
2332,4
2333,6
2334,4
2335,1
2336,9
2337,1
2338,3
2339,8
2340,10
2341,8
2342,5
2343,9
2344,4
2345,8
2346,8
2347,9
2348,5
2349,3
2350,8
2351,0
2352,7
2353,7
2354,4
2355,1
2356,4
2357,6
2358,8
2359,1
2360,1
2361,7
2362,3
2363,6
2364,3
2365,6
2366,5
2367,4
2368,8
2369,3
2370,2
2371,9
2372,4
2373,8
2374,5
2375,2
2376,8
2377,8
2378,4
2379,5
2380,9
2381,5
2382,9
2383,4
2384,10
2385,4
2386,5
2387,4
2388,3
2389,1
2390,4
2391,10
2392,4
2393,3
2394,2
2395,5
2396,1
2397,1
2398,2
2399,3
2400,5
2401,5
2402,9
2403,2
2404,1
2405,10
2406,9
2407,5
2408,6
2409,1
2410,5
2411,2
2412,8
2413,9
2414,8
2415,2
2416,8
2417,1
2418,1
2419,2
2420,5
2421,8
2422,2
2423,5
2424,9
2425,9
2426,10
2427,4
2428,9
2429,6
2430,9
2431,4
2432,8
2433,4
2434,5
2435,2
2436,4
2437,0
2438,9
2439,9
2440,8
2441,9
2442,8
2443,1
2444,4
2445,1
2446,8
2447,8
2448,1
2449,10
2450,10
2451,8
2452,2
2453,7
2454,1
2455,7
2456,8
2457,10
2458,8
2459,1
2460,10
2461,1
2462,5
2463,9
2464,9
2465,3
2466,9
2467,8
2468,1
2469,1
2470,9
2471,7
2472,4
2473,2
2474,8
2475,1
2476,8
2477,4
2478,10
2479,8
2480,4
2481,2
2482,8
2483,2
2484,10
2485,7
2486,10
2487,1
2488,1
2489,6
2490,4
2491,9
2492,8
2493,5
2494,1
2495,8
2496,9
2497,2
2498,0
2499,2
2500,1
2501,8
2502,5
2503,5
2504,8
2505,9
2506,1
2507,8
2508,1
2509,9
2510,2
2511,1
2512,1
2513,4
2514,9
2515,4
2516,4
2517,5
2518,10
2519,8
2520,8
2521,8
2522,8
2523,9
2524,9
2525,8
2526,9
2527,8
2528,5
2529,8
2530,9
2531,9
2532,5
2533,5
2534,10
2535,9
2536,3
2537,8
2538,9
2539,5
2540,3
2541,1
2542,1
2543,2
2544,3
2545,9
2546,4
2547,8
2548,9
2549,10
2550,10
2551,9
2552,2
2553,1
2554,8
2555,2
2556,1
2557,10
2558,10
2559,4
2560,5
2561,9
2562,3
2563,8
2564,9
2565,8
2566,1
2567,5
2568,8
2569,5
2570,9
2571,10
2572,4
2573,5
2574,1
2575,9
2576,8
2577,1
2578,10
2579,8
2580,8
2581,8
2582,9
2583,9
2584,3
2585,0
2586,9
2587,1
2588,1
2589,1
2590,7
2591,4
2592,1
2593,5
2594,8
2595,10
2596,8
2597,1
2598,1
2599,8
2600,10
2601,3
2602,2
2603,0
2604,1
2605,9
2606,8
2607,6
2608,5
2609,10
2610,9
2611,1
2612,4
2613,5
2614,8
2615,5
2616,1
2617,2
2618,2
2619,3
2620,3
2621,10
2622,2
2623,9
2624,8
2625,9
2626,9
2627,9
2628,0
2629,2
2630,1
2631,1
2632,8
2633,8
2634,5
2635,7
2636,9
2637,7
2638,5
2639,4
2640,2
2641,5
2642,8
2643,9
2644,8
2645,7
2646,8
2647,2
2648,1
2649,3
2650,4
2651,8
2652,0
2653,1
2654,10
2655,10
2656,2
2657,8
2658,1
2659,9
2660,9
2661,7
2662,5
2663,1
2664,4
2665,5
2666,8
2667,10
2668,9
2669,6
2670,9
2671,9
2672,10
2673,2
2674,2
2675,5
2676,9
2677,3
2678,4
2679,0
2680,4
2681,1
2682,10
2683,8
2684,9
2685,0
2686,7
2687,2
2688,5
2689,1
2690,9
2691,5
2692,1
2693,0
2694,1
2695,9
2696,2
2697,2
2698,4
2699,10
2700,6
2701,8
2702,5
2703,1
2704,10
2705,9
2706,3
2707,9
2708,3
2709,5
2710,9
2711,9
2712,10
2713,4
2714,10
2715,9
2716,8
2717,3
2718,9
2719,8
2720,9
2721,10
2722,8
2723,7
2724,4
2725,4
2726,1
2727,2
2728,8
2729,10
2730,2
2731,4
2732,1
2733,1
2734,9
2735,9
2736,7
2737,10
2738,9
2739,8
2740,1
2741,8
2742,9
2743,5
2744,1
2745,1
2746,8
2747,2
2748,10
2749,2
2750,8
2751,1
2752,5
2753,8
2754,5
2755,8
2756,9
2757,5
2758,2
2759,10
2760,9
2761,1
2762,4
2763,3
2764,10
2765,4
2766,6
2767,4
2768,10
2769,4
2770,6
2771,9
2772,5
2773,8
2774,1
2775,4
2776,5
2777,4
2778,1
2779,8
2780,10
2781,8
2782,9
2783,8
2784,8
2785,9
2786,1
2787,1
2788,9
2789,8
2790,9
2791,7
2792,9
2793,8
2794,8
2795,8
2796,4
2797,1
2798,8
2799,9
2800,2
2801,2
2802,1
2803,1
2804,4
2805,9
2806,10
2807,10
2808,2
2809,1
2810,9
2811,10
2812,8
2813,8
2814,2
2815,10
2816,9
2817,1
2818,4
2819,2
2820,8
2821,2
2822,1
2823,8
2824,9
2825,4
2826,8
2827,4
2828,1
2829,8
2830,8
2831,9
2832,0
2833,4
2834,2
2835,4
2836,1
2837,4
2838,5
2839,8
2840,8
2841,7
2842,2
2843,4
2844,9
2845,8
2846,1
2847,9
2848,5
2849,5
2850,1
2851,0
2852,2
2853,2
2854,7
2855,8
2856,10
2857,8
2858,8
2859,1
2860,9
2861,9
2862,1
2863,4
2864,9
2865,5
2866,10
2867,9
2868,6
2869,5
2870,0
2871,8
2872,4
2873,2
2874,1
2875,3
2876,8
2877,9
2878,2
2879,4
2880,1
2881,2
2882,6
2883,8
2884,1
2885,9
2886,1
2887,2
2888,10
2889,10
2890,9
2891,8
2892,8
2893,10
2894,8
2895,2
2896,9
2897,8
2898,9
2899,8
2900,9
2901,10
2902,8
2903,1
2904,4
2905,9
2906,4
2907,10
2908,3
2909,5
2910,8
2911,8
2912,4
2913,5
2914,9
2915,8
2916,2
2917,7
2918,10
2919,1
2920,2
2921,3
2922,5
2923,1
2924,3
2925,8
2926,1
2927,9
2928,4
2929,9
2930,6
2931,0
2932,8
2933,9
2934,9
2935,8
2936,6
2937,8
2938,8
2939,8
2940,1
2941,4
2942,2
2943,1
2944,8
2945,3
2946,9
2947,1
2948,4
2949,2
2950,3
2951,2
2952,3
2953,3
2954,2
2955,4
2956,8
2957,10
2958,1
2959,8
2960,4
2961,4
2962,9
2963,9
2964,1
2965,9
2966,3
2967,4
2968,9
2969,2
2970,10
2971,9
2972,9
2973,4
2974,5
2975,5
2976,8
2977,9
2978,10
2979,8
2980,8
2981,1
2982,0
2983,8
2984,6
2985,1
2986,1
2987,1
2988,7
2989,9
2990,10
2991,5
2992,5
2993,7
2994,9
2995,9
2996,1
